Gene,PC_1 prostate tumor,PC_1 matched normal tissue,PC_2 prostate tumor,PC_2 matched normal tissue,PC_3 prostate tumor,PC_3 matched normal tissue,PC_4 prostate tumor,PC_4 matched normal tissue,PC_5 prostate tumor,PC_5 matched normal tissue,PC_6 prostate tumor,PC_6 matched normal tissue,PC_7 prostate tumor,PC_7 matched normal tissue,PC_8 prostate tumor,PC_8 matched normal tissue,PC_9 matched normal tissue,PC_9 prostate tumor,PC_10 matched normal tissue,PC_10 prostate tumor
HACL1,7.8701,6.875,13.9768,11.2346,12.8174,12.3041,10.7768,12.2833,12.2392,9.8527,12.1221,11.1591,20.5299,9.7191,16.0559,12.1632,8.743,11.5914,14.1339,9.8102
SLC20A1,6.7437,4.4691,6.2523,8.7684,9.0995,8.2609,9.8991,7.5145,6.7767,6.995,7.1835,7.1847,6.7003,9.7181,5.2564,5.4625,9.1166,7.2152,4.0136,8.1181
PSMD12,11.9973,9.0372,12.6051,12.9864,23.4947,15.0927,13.0596,12.2185,17.911,14.95,13.6012,12.7147,13.2354,9.7166,17.522,13.4942,13.0629,13.4111,10.5631,11.8167
SC5DL,38.809,34.5522,27.9072,17.5541,29.8764,44.8769,25.6181,17.9838,27.4976,34.5367,27.7469,22.3609,26.4754,9.716,49.4215,31.2398,28.7735,21.6765,24.0195,25.7777
CCL19,1.798,27.2326,22.0873,3.4576,169.0023,14.2021,25.8155,34.1322,14.7151,14.3716,12.1897,19.8604,17.1314,97.151,5.3037,26.3756,107.4853,199.7093,96.5234,84.108
PPP1R2,10.9266,12.9676,12.4551,9.7483,16.7909,17.6627,10.9617,7.9147,10.7374,11.5883,12.141,10.5345,11.4051,9.7148,13.6038,15.2032,13.3312,15.9592,12.2229,12.5691
FAM57A,10.7708,10.4902,14.4866,7.1794,8.1218,7.4227,7.7098,16.5339,6.8515,11.8998,13.9706,8.7476,10.6647,9.7138,8.08,8.2945,8.5681,7.5431,7.7841,8.0055
AKAP9,20.3114,12.4212,16.5494,16.9205,21.6331,15.085,15.9536,13.4321,21.4352,16.7038,15.4433,15.8249,16.2408,9.7131,14.8435,14.7801,18.6538,16.7349,7.3729,14.1459
FAM3D,0.2326,1.4986,28.1627,0.4735,6.1706,4.9514,4.2911,54.2316,4.6191,12.2137,22.0895,3.1363,14.5642,9.7099,15.0002,6.8384,151.6078,44.3593,1.5335,12.1346
RB1CC1,11.066,8.2994,10.0702,17.3428,16.0274,12.3226,16.4022,7.7625,19.2194,12.3139,12.3652,11.4609,9.0673,9.7098,12.7151,11.4268,12.7269,14.5018,7.1746,9.7482
DDX59,10.1487,10.0567,10.7214,10.5663,14.0983,11.8125,12.3593,11.3893,11.6591,10.1561,10.5917,10.4577,8.4113,9.7077,12.3138,11.8431,8.9896,9.2648,7.5402,8.3733
THOC2,14.3867,11.1085,14.089,10.338,14.7758,14.2003,11.7719,13.3586,20.6786,16.6481,16.5117,15.4828,15.5069,9.7073,13.7507,18.6149,15.6941,17.8592,11.0164,15.6404
ASAP3,4.4612,15.2002,14.9089,7.9791,8.8354,14.1157,16.9256,17.1163,7.1209,16.2232,12.6872,14.4442,17.3101,9.7068,13.3263,10.1213,13.8923,13.7281,9.5537,12.3286
ACPP,1181.4079,6607.7821,4364.5083,1153.3684,159.5917,8725.0387,1896.3857,2380.6495,2628.6016,5055.6023,1864.7023,6119.2846,2297.0781,970.2718,3451.97,2885.1238,1074.8246,627.5807,5135.2094,1380.7058
GNPNAT1,26.2248,14.1996,14.3351,23.6272,18.4679,13.3413,22.4458,7.6959,22.9782,15.7924,17.3551,11.3814,25.1562,9.7026,36.0254,12.6768,8.6883,12.152,10.8063,16.511
HABP4,3.6412,6.0896,6.3465,3.6218,6.3314,7.5878,5.9674,9.3634,4.6732,6.1695,5.7286,6.5706,7.2589,9.7024,4.7269,10.7562,6.6554,7.0074,4.9956,6.5112
NF2,12.8362,5.4205,4.5199,8.2136,8.5679,7.2897,7.6779,5.2723,8.8179,7.2235,8.9972,9.9569,10.3602,9.7016,4.0173,5.8474,5.7321,4.5552,4.2172,6.4738
CAV1,12.2179,36.797,61.429,15.8883,40.6885,63.4287,26.6539,55.6025,20.9059,55.1754,44.4222,59.729,49.9706,97.0129,22.5652,77.1928,94.6841,79.3543,34.173,43.0623
RNF166,7.1005,8.6756,7.8381,5.3239,8.5607,8.282,7.9899,7.2732,4.7751,7.2849,6.5535,8.2495,8.3018,9.6992,4.1024,6.6901,10.262,11.0313,7.0933,10.0424
SERPINH1,24.4457,76.4951,55.7909,37.7561,48.3031,54.016,37.9463,48.4898,42.9799,45.1846,42.7401,69.0515,65.5495,96.9858,19.2638,56.992,54.7616,53.5116,49.864,51.4326
GNE,28.6532,14.9913,12.3639,18.496,10.6192,18.9838,10.6153,6.566,25.2135,16.0437,16.891,12.781,10.2934,9.6971,30.147,12.4194,4.9669,11.4642,9.3056,14.2731
MKRN2,9.7234,8.8657,13.2484,13.613,12.3525,11.8428,14.8841,11.2338,12.8326,12.6566,12.5033,12.6676,9.9569,9.6953,12.0844,12.9526,11.2325,11.7962,10.8621,12.1716
PPFIA1,13.6797,10.2487,11.4228,11.7728,13.0272,12.7479,11.7319,8.8086,11.3764,12.2407,10.4719,12.9547,8.8657,9.6934,9.9934,10.1112,9.4708,9.8925,7.4026,10.5124
AP1G1,21.6722,16.7581,19.1451,10.4119,11.8874,22.8453,9.4596,9.7933,16.6056,19.5433,13.9451,18.0581,12.8546,9.6896,18.0666,11.4427,11.9285,10.2336,13.5738,14.869
C4orf27,8.6382,5.6238,10.8078,7.0518,14.6384,7.9555,10.5463,9.6191,8.59,8.8293,11.4112,10.2063,11.8622,9.6874,13.4914,11.8601,10.8979,15.9098,13.7382,5.9445
ARL4C,3.8693,5.6571,12.5685,11.4952,12.3393,7.9919,8.7415,19.2561,6.6509,12.1448,7.526,11.6033,8.2771,9.6856,3.8116,9.806,22.1449,20.0617,7.1015,10.923
MEA1,96.0654,96.5804,91.944,101.8009,91.6172,77.7722,98.1024,105.9302,121.998,87.1485,95.7341,113.801,98.4366,96.8409,118.4092,115.0699,119.7403,118.4489,133.5299,79.7681
PODN,24.7821,60.3396,31.4545,18.4704,13.9666,41.0889,30.1289,36.4915,21.0013,28.9892,17.9311,45.2007,39.5114,96.8334,11.3483,46.506,24.5308,37.771,68.952,57.4029
UNK,12.6366,11.9807,12.5621,12.472,9.2956,12.2233,10.7549,11.7853,8.7605,11.9249,8.1001,11.6008,7.9859,9.6827,5.4614,7.8858,6.6276,6.6113,8.3821,10.6627
HSD3B7,5.9893,6.0454,8.0207,8.5352,7.8095,4.6902,8.8201,6.4143,10.005,7.4143,6.3727,4.7399,8.6604,9.6822,7.8115,5.2942,8.9212,8.5908,5.709,8.6704
ANKZF1,20.9448,14.0397,8.8578,11.0211,13.3041,8.4772,8.5552,9.6533,10.1144,15.3495,10.0986,10.1284,11.8006,9.6803,9.5939,9.337,9.7105,9.5819,7.3492,16.2248
ZCCHC3,6.2881,7.2006,9.879,7.8765,8.6227,8.6621,7.0016,12.2984,8.1326,8.738,7.264,9.9855,8.0687,9.6778,5.4092,7.8386,8.1992,8.1683,6.0946,6.6994
ITGA11,4.4096,4.174,3.6935,2.4084,3.8273,3.8398,5.5938,1.933,3.492,4.9837,1.8391,4.5146,5.8857,9.6702,0.8362,2.9636,3.3719,6.1229,1.0066,5.4841
TMEM199,12.3585,12.8253,11.1283,12.1467,13.5613,11.5832,11.3636,12.0548,13.2143,11.1169,13.4393,11.7677,11.1788,9.6688,15.2577,12.3469,10.2424,10.489,12.9376,11.493
PUSL1,11.8852,11.728,8.6181,10.0866,7.8961,7.5772,4.9225,9.804,11.2959,9.0363,7.782,8.3208,13.2718,9.6645,7.0896,7.4154,11.2221,8.6904,10.2715,8.0908
DTNB,20.4826,19.2367,15.5335,18.2444,13.2393,13.0288,25.4327,17.5231,17.9606,16.5222,14.6386,16.2774,16.8566,9.6642,25.3557,14.2409,12.0743,12.1022,15.1038,17.5637
NINJ1,54.0298,72.7969,90.5669,61.9971,52.0111,53.5109,51.3156,92.2345,63.1215,67.7471,50.0837,74.5052,79.2984,96.6237,50.3752,85.2047,145.0744,112.8033,97.4488,67.2983
MATN2,29.8084,57.7992,57.9039,51.9584,36.6712,71.6071,38.4766,47.629,35.7688,48.1198,49.747,83.8257,70.2453,96.6139,21.2133,79.5766,42.6211,52.034,47.195,76.8742
NTM,2.4809,0.228,1.8571,4.5447,2.6015,0.6068,1.9869,0.7284,21.1185,3.7827,1.4467,0.5625,0.5606,9.6611,1.0424,0.927,1.5521,0.8571,0.4461,0.7845
PDPN,1.9258,7.6993,8.9255,5.5424,3.7914,10.1977,6.0603,11.3486,4.5345,10.7863,4.5571,13.6371,7.3863,9.661,2.5988,10.9461,11.2979,9.0689,13.0204,13.7739
CNN3,27.8148,63.4855,88.3777,75.7733,84.6502,99.6042,67.5711,109.4755,70.452,66.6188,76.2625,74.0837,67.9564,96.608,44.3099,91.1657,77.57,81.314,80.6019,83.1618
H2AFZ,58.6773,59.8227,58.8607,44.0809,115.7495,46.6447,60.6177,39.714,49.3316,45.9483,46.366,44.2993,118.2835,96.606,95.0498,104.0241,58.7828,85.1454,63.1106,43.5044
MEIS3,16.223,15.5459,7.6749,6.3139,6.853,11.8342,9.087,4.0599,13.1822,9.331,4.5359,4.7152,14.7151,9.6596,10.4271,7.3297,8.0841,7.2031,14.1309,8.365
RPP25,2.6733,5.6697,5.3301,3.1306,3.8002,5.3512,3.7159,10.2688,2.0578,4.4907,4.8024,5.7692,5.05,9.6579,5.0999,5.7316,4.2785,6.3891,3.6596,6.9058
B3GALT6,14.0901,6.3841,6.1866,16.13,14.1663,8.0838,8.811,8.1755,12.5828,9.3778,12.35,10.1975,14.5093,9.6571,9.8794,7.875,6.6972,10.8693,9.5126,9.5645
PCDHGC3,3.1087,8.1541,8.0154,5.6764,3.2506,8.3384,4.7676,5.1484,1.6753,4.1965,3.5073,9.1126,6.0998,9.6542,3.7068,4.7297,2.2971,2.3685,4.1988,7.9642
REEP2,1.7013,5.8445,7.4082,0.6571,2.4228,9.3387,2.8023,3.7598,3.6305,7.0161,5.5858,10.4815,5.1842,9.6449,1.6337,9.376,5.3296,5.4298,5.4141,6.6631
EVI2B,6.5915,8.8658,16.7584,7.9404,46.1486,17.7548,37.1857,17.0538,9.0453,7.9942,8.4002,9.7175,8.0622,9.6422,4.8465,6.8339,30.3103,43.1943,10.1976,25.2401
PODXL,7.9771,5.0572,4.6809,4.7747,12.4416,11.2537,8.9849,8.2978,5.7839,5.5876,7.7742,8.8099,12.7185,9.642,3.6517,4.5844,4.3069,7.6638,3.589,9.3584
PDGFC,3.4806,10.4151,9.0177,2.6432,10.0027,15.8181,7.6098,5.9252,4.3837,7.3865,5.149,13.2833,10.2245,9.6417,5.2806,17.2425,8.749,9.572,11.1613,10.7272
DDX10,8.3484,7.402,8.3241,11.955,8.1184,8.391,7.3752,8.0983,11.225,8.3834,9.1143,9.7543,9.057,9.6408,9.3278,8.9546,8.1613,9.4515,4.8124,6.87
ARF5,143.4458,114.6446,95.7289,102.1596,116.6813,78.3333,90.6888,101.9055,145.8216,71.7334,100.1588,93.8911,111.3312,96.4041,104.0496,101.4108,94.1497,96.2667,138.637,76.0864
PRUNE,13.0151,10.4284,12.6975,10.6526,12.8113,12.2834,10.4976,8.8411,9.6601,10.7751,11.3364,13.7324,8.6188,9.6402,8.9056,8.5512,8.2039,9.7209,8.9751,9.3042
CRYZL1,8.5502,6.527,12.1725,6.6093,11.7449,11.4982,12.3946,12.1337,12.0777,14.101,9.5801,10.7435,11.1675,9.6391,10.4437,16.0355,11.1216,18.2218,13.462,14.0082
ZNF266,10.6283,7.9294,7.4075,5.5178,10.4297,6.8016,5.2504,7.9013,7.3565,9.7479,7.5783,8.7245,15.6365,9.6363,6.1148,7.584,11.696,11.495,4.4449,6.549
NCAPD2,9.2805,6.7089,6.986,6.87,8.4868,8.2193,7.0407,7.6125,7.146,7.9618,7.9153,10.0014,8.008,9.6347,5.4129,7.4084,9.1288,10.0063,4.7211,9.4094
BAK1,9.5997,8.4377,8.5596,4.9993,8.7584,6.8641,6.6099,8.9967,10.0457,8.8852,6.4413,6.5447,7.7281,9.6292,5.8958,6.5929,9.885,11.2312,8.4944,8.37
USP36,6.3482,9.4891,8.6558,10.6053,5.091,9.4539,5.7398,7.3589,4.4938,7.4343,7.4749,8.4033,6.3392,9.6286,4.0796,5.7701,5.7458,5.0117,4.1525,7.8121
SF3B5,113.4915,119.0615,109.7534,89.6185,133.9577,74.8544,84.3722,100.9896,122.3755,88.8077,102.3557,87.8468,125.748,96.2865,127.9883,113.1209,92.8855,123.1342,200.6564,105.1566
HOXA11,3.5842,6.721,6.688,3.6619,6.0392,8.5175,10.1794,5.6959,7.2306,8.02,8.9901,10.9791,7.5134,9.6258,5.2358,7.5117,10.0976,8.0334,8.6185,13.0665
LINGO1,0.6741,2.4909,1.4306,0.4033,2.3407,1.3977,2.0029,0.887,1.9462,1.0882,1.5244,2.345,1.5928,9.6225,0.0898,0.637,1.2512,1.1569,1.549,1.1399
WDR55,12.1805,9.245,7.2657,7.0188,6.9674,7.6113,9.4455,9.2323,11.0344,11.4471,11.4896,9.6261,12.8356,9.6201,14.6074,9.8651,8.7629,7.1432,7.1927,10.0593
EIF6,64.3297,85.2844,73.1633,76.7047,82.5829,56.437,56.3231,108.5232,76.801,70.0487,84.119,65.8482,97.2715,96.1825,85.5472,84.557,80.7237,83.2046,134.4985,74.2542
RNF135,8.4374,10.8234,10.2269,9.0215,12.1794,9.2088,12.7346,9.4487,11.173,10.3101,10.9284,10.8428,13.8256,9.6178,11.0411,8.8414,14.1276,13.8614,14.1742,11.3608
TAF6L,11.1519,10.042,8.8535,12.9038,8.811,7.5509,8.5371,10.222,12.3186,11.5911,8.2897,9.5367,9.9116,9.6151,9.3205,11.1488,11.2426,11.0501,12.2905,11.7363
KRI1,8.3397,10.5502,12.8132,10.853,6.7624,7.0984,9.0194,11.7115,11.2493,10.2046,8.1749,8.5808,10.7018,9.6151,7.592,8.7415,9.5743,8.459,5.3778,8.7758
GNAO1,1.3115,7.3029,5.0862,1.046,1.5449,9.3205,1.7765,2.486,1.1899,3.2774,3.3206,7.9608,3.4011,9.6128,1.3458,7.9679,4.4274,2.7802,3.4486,1.9093
RAI1,9.7517,10.3982,11.0783,16.2105,5.1727,10.2709,6.6479,8.7075,5.5717,11.549,8.3773,11.0805,7.0207,9.6118,3.4612,5.1305,6.5922,5.9128,4.3419,7.5627
DPH5,13.2869,8.8723,10.8029,9.5764,7.9765,9.8291,7.8676,11.9417,10.8279,10.9792,14.3084,11.3294,14.3998,9.6104,14.848,12.6082,13.8613,17.7102,15.3447,11.0201
PPFIBP1,14.8752,10.2552,9.4044,8.1752,7.1689,14.3261,11.9908,10.4214,11.2208,12.835,9.9919,15.2377,9.9472,9.6001,10.6007,12.9609,10.434,8.9812,7.533,10.8871
BLMH,8.6012,7.2027,9.6631,4.96,9.5467,11.0347,8.9467,8.5841,7.4688,6.2307,8.118,11.495,7.9219,9.5999,6.0758,8.1882,7.4395,8.7144,8.7154,8.837
PDZK1IP1,0.7615,13.4487,50.8009,0.7781,27.5109,16.108,20.5558,28.2522,41.242,31.5645,34.4807,17.6889,45.1156,95.9765,15.0961,11.2901,151.4001,93.6727,40.599,38.5952
SLC7A1,22.6831,11.181,9.5612,18.9474,16.0977,11.6361,21.4247,5.4389,15.0491,13.558,15.3433,10.4105,13.2874,9.5911,20.2809,6.6328,5.7431,6.5034,4.9732,11.031
DNAJC14,14.4756,12.2607,10.9854,13.4105,11.3097,11.8397,12.3208,12.3002,14.2781,10.6492,12.2423,12.5887,11.3726,9.5904,11.5883,9.8748,9.979,9.988,10.8118,11.6144
FZD1,7.6787,17.2222,16.674,5.1756,9.1238,25.1797,9.7257,19.3166,7.7837,13.6679,10.5512,18.3253,18.1341,9.5883,18.9261,18.0738,13.111,10.2322,25.6946,17.1939
ESF1,8.8225,7.6824,15.126,15.5585,15.2041,11.5691,11.9501,18.9604,17.855,15.5715,14.8825,14.227,15.5514,9.5867,14.074,22.5378,18.7687,20.9125,9.7343,12.4274
CUEDC1,8.4718,11.3282,11.8062,3.9225,7.2614,11.5586,8.0701,8.0495,7.6238,11.6093,7.3481,9.0827,10.6092,9.5847,9.1368,8.6071,6.0689,7.261,6.7376,10.0477
IMPDH2,209.1269,86.6682,144.2183,230.6447,150.6083,79.7823,203.6223,150.5701,123.573,98.2297,200.5093,94.476,171.4738,95.8426,201.5133,92.2763,89.8121,120.5827,118.4823,154.543
TBL1XR1,37.2024,20.8172,15.5364,16.6906,23.3461,18.2721,18.325,8.1814,25.1748,27.2611,13.8371,15.5643,29.2559,9.5828,30.4446,17.9093,18.0887,22.5583,13.7193,17.489
SERPINB6,143.6635,120.638,91.8026,121.3722,96.5488,76.2595,77.8798,74.117,130.7004,105.9723,114.8846,83.411,92.4916,95.7424,133.8034,105.0924,85.4798,83.9554,145.4272,103.112
PAPD7,9.1167,6.1015,5.7775,6.0736,5.464,6.8815,7.0229,5.171,5.3743,8.4648,5.276,7.4922,7.3319,9.5725,3.5787,5.4972,4.0608,4.9362,3.2731,8.1335
FAM174A,9.2026,14.7988,13.9935,13.3598,15.8367,13.1456,15.1714,12.1181,20.7726,12.6778,13.33,12.8152,14.4048,9.5721,15.0819,16.8885,12.2724,8.7341,20.9934,12.3659
FLT1,6.8629,6.8363,5.6308,6.2303,7.0806,9.8395,3.4913,6.8263,4.18,4.8121,3.3344,9.717,13.6643,9.5714,3.2616,5.9581,2.8686,4.2672,5.454,6.2452
GUCY1B3,5.4532,5.2514,7.9956,4.0608,8.9514,7.9703,6.7582,4.3674,6.0669,5.6039,8.4933,4.944,6.3307,9.5706,5.3926,8.7664,10.5729,8.2046,4.6613,7.53
CAP1,71.4547,79.3531,93.8606,80.8374,98.1751,97.3541,100.217,81.1794,70.6356,83.3096,78.989,90.8688,88.2733,95.6913,93.4047,89.2535,109.1894,117.9544,89.0899,97.8546
UTP6,12.6553,10.1491,13.8143,11.7223,15.3048,11.8984,12.2945,10.8383,14.7346,13.9993,12.9671,11.2197,15.6872,9.5685,13.9358,13.7013,14.7493,14.327,12.4225,12.1216
KRCC1,14.855,11.4088,17.1265,9.2667,23.6252,16.0212,15.2795,18.5133,12.0002,16.4536,14.2016,17.4644,16.6211,9.5641,20.1739,17.3376,20.0302,24.5484,17.8885,14.019
CCDC106,9.8729,12.0361,8.2323,10.3542,5.4534,7.2541,6.4345,8.2543,12.0867,11.5088,7.6933,11.1128,10.843,9.5639,8.9974,10.2784,10.8623,9.7199,13.1158,8.7662
PPIE,9.4503,9.3668,9.6603,6.9527,8.6529,7.6506,8.6503,11.9591,7.9394,7.9171,7.3426,8.6007,9.5169,9.5628,7.6307,9.6223,8.3673,9.6237,11.2376,8.0555
KANSL1,11.089,10.8774,11.9355,9.4182,9.0318,11.0538,9.8625,7.6975,8.7065,10.1932,8.7586,10.7618,8.4999,9.5595,6.4035,7.2436,8.7871,7.3027,6.5243,10.9844
ZNF423,2.0937,5.7036,4.5308,2.6938,2.021,7.4624,3.9406,6.6675,3.1503,4.9512,4.4751,8.5559,5.3224,9.5592,1.3343,5.4408,5.0087,4.1569,3.6886,5.6029
MPHOSPH10,17.3267,12.3817,17.3663,20.6981,21.8714,19.3239,17.0284,16.6529,24.222,19.0274,17.6663,19.2943,15.2982,9.555,25.3768,21.6497,18.4311,19.3289,13.5932,14.9428
ROCK2,6.8411,5.6107,9.0117,5.6435,9.2033,13.9608,9.4086,4.9185,6.6483,7.4462,7.1642,9.1204,9.1797,9.5544,7.1269,8.0736,6.3876,7.7543,3.4838,7.8318
BRD3,13.5914,9.3676,14.3558,19.2218,11.254,15.4648,10.5561,9.7831,12.2376,13.5508,11.5635,13.8827,11.1136,9.5534,10.818,12.0516,10.9294,12.0413,7.9064,12.5909
YIPF6,14.0322,12.1605,12.6716,9.5927,17.3944,15.2099,14.4486,8.841,13.6389,14.9859,13.566,12.4871,13.1282,9.5533,18.3507,13.3091,12.2363,12.4698,13.5227,12.0564
MESDC2,12.5305,18.3569,15.5985,11.7708,12.5256,13.5848,12.5696,14.71,16.0891,15.6282,15.7961,15.6644,13.7385,9.5513,14.8715,15.6169,12.7781,12.0846,17.4714,10.9622
MED6,10.1143,7.7318,12.1109,10.5063,13.4839,8.9925,8.4566,13.2663,10.2777,11.6128,8.6494,8.9448,10.9773,9.551,9.9856,9.4318,12.2672,14.6799,8.8907,10.1182
PSME4,10.917,7.172,9.8719,11.425,14.6006,14.5324,9.3137,7.1609,8.9404,10.2216,10.7425,10.1139,10.2987,9.5492,17.8462,8.0919,7.9896,8.9696,6.0062,11.1917
RPRD1A,16.2283,11.85,13.7888,7.9147,7.8238,17.6308,11.79,5.8925,11.4748,12.1754,12.4945,13.5041,12.6932,9.5481,15.3251,13.6943,9.7904,11.8001,11.7648,10.9943
ARRDC2,5.0339,6.6402,7.4342,3.5889,12.4956,9.1241,14.397,32.4351,4.976,6.733,4.5469,5.8017,7.7672,9.5463,3.6201,10.0714,10.6181,13.8863,7.0708,21.1515
CDO1,11.5945,9.467,4.9052,5.7004,3.9781,6.5304,2.6641,6.6479,1.3201,3.5907,11.0007,8.0549,5.3625,9.5463,2.068,9.0613,4.3916,7.2041,10.2196,3.8816
TMEM91,8.2327,7.6733,8.0125,5.5256,7.2085,6.2084,6.2799,13.3631,8.9554,12.2113,5.2541,9.6632,8.1916,9.5442,3.0667,11.0726,8.9928,9.7416,8.594,11.7885
GTF2F2,9.4929,5.6195,6.0013,5.9031,6.6172,5.0629,5.2079,6.451,5.705,6.1194,6.7264,7.0774,7.9479,9.5435,4.0817,8.6563,7.7823,8.9923,8.572,5.3503
WDR33,7.6228,12.6076,12.1087,11.5436,11.9353,12.0899,10.9506,13.3403,10.2066,12.6204,10.4165,10.4555,7.671,9.5433,8.6556,11.4903,12.5304,11.5959,9.9949,11.0189
ADO,12.4458,10.8728,11.6849,16.7867,12.8814,13.0919,12.4209,8.5309,12.3164,12.788,12.6721,12.9502,10.5771,9.5423,11.6931,9.6767,10.6786,12.9626,11.6206,12.2364
KIAA1704,9.7296,9.4742,18.9619,12.055,9.4555,19.0261,8.0123,7.8614,7.5192,10.3946,9.6782,12.6816,5.3701,9.5394,5.0965,7.7892,9.4049,10.627,10.2708,7.8279
SEC24B,15.782,12.1621,13.8331,11.9498,13.5752,18.4303,12.5933,6.5856,10.6484,10.4101,11.0453,13.176,8.6803,9.5388,12.1455,8.4279,7.5194,9.2498,9.1615,14.0603
FCHSD2,4.3415,4.8914,7.7254,3.843,10.0578,9.9854,9.121,7.9252,5.3775,6.6198,5.2341,7.6508,5.506,9.5382,3.4991,8.332,8.7075,9.7252,4.0136,7.7784
WDR59,11.3625,10.5092,8.1445,5.5287,4.7413,7.6862,4.7629,8.0403,8.6849,8.8387,6.4629,9.092,9.8349,9.5371,5.9691,6.6824,7.3705,6.2148,6.1054,8.8924
ST13,110.4936,104.0553,123.9595,118.5217,98.0825,125.4326,146.2442,101.3462,114.3641,117.5194,153.9562,148.562,112.7188,95.3297,137.26,127.8059,122.0127,122.4517,105.888,103.7771
GZMK,3.7419,9.5309,9.6255,7.664,52.8726,10.0519,16.8875,13.2812,3.431,2.9506,2.9672,10.243,5.3762,9.5328,4.2878,7.0669,23.4139,28.775,6.6609,8.5199
VPS4B,13.7545,11.4505,14.0347,5.899,15.6136,15.0623,12.8049,8.9052,7.1553,10.4105,10.5584,11.5096,9.9764,9.5297,12.3539,8.6531,8.2024,9.8882,9.5512,10.5335
MAML1,13.7787,11.3521,11.1229,13.4987,8.2038,13.6341,10.1008,8.3246,9.4268,12.1588,9.1199,10.5722,8.0982,9.5276,7.0392,8.9401,8.6507,8.2914,6.3773,11.5868
AP5S1,7.7535,10.9108,8.3425,8.198,11.0031,9.3704,10.1607,12.0321,10.2705,8.172,8.7022,9.8223,11.2747,9.5271,11.6999,11.009,10.9146,8.4126,9.0701,9.2078
VAPB,10.8049,9.3489,9.2391,12.4201,11.1718,13.8509,11.0391,8.013,11.5522,11.7943,12.8365,13.5301,9.5311,9.5257,9.5413,9.1433,7.2044,7.7686,7.3518,9.4382
C15orf40,9.8177,7.9179,9.4655,7.8015,10.1574,9.8102,8.2132,11.4038,7.7786,8.0523,9.6441,9.339,9.7025,9.5242,8.1267,10.4487,10.3256,8.5796,12.8882,8.1078
CRB3,23.9839,16.192,15.2895,13.1694,16.166,13.1182,10.8629,13.5338,20.002,14.0759,15.5251,9.9889,14.6774,9.5218,19.469,7.1443,8.0889,10.0289,17.261,13.7097
GIGYF2,14.5191,12.6561,13.5998,14.7788,11.7439,15.1804,11.8358,10.0451,11.7361,12.5433,12.901,14.2958,11.8743,9.5186,13.2796,9.9831,9.0578,10.1998,8.1704,12.6987
APBA3,8.6907,11.4579,10.7334,10.1427,8.76,7.0424,8.1825,8.9287,6.8986,9.3003,7.4394,8.0521,8.8434,9.5155,9.2066,8.5349,10.2986,9.8412,9.647,9.2067
DHX8,9.9584,11.6005,9.9669,8.5659,8.2614,11.8057,7.5696,10.5848,6.8268,8.6004,7.9579,9.6017,7.5493,9.5129,7.3826,7.8511,6.8794,7.4417,7.438,9.4972
ORC3,6.7604,9.4229,14.2801,15.0187,9.0563,13.2643,14.8288,13.3018,10.4267,13.5889,12.7115,14.3568,8.2731,9.5118,15.0866,11.9259,14.0873,15.6853,16.7447,10.9769
KLHDC5,6.6184,7.2992,9.5335,3.8161,6.9195,11.1372,7.5033,4.3984,5.9071,10.2545,7.9589,10.2583,9.7045,9.5081,7.2116,11.8133,9.5101,9.4672,4.8634,8.4124
PPL,17.9729,16.5609,14.4391,21.2035,8.0267,14.4815,12.695,26.4473,16.0854,16.9709,12.578,10.8072,11.6659,9.5062,18.3879,10.5251,9.7745,13.6692,9.3039,17.8245
GDPD5,1.8708,2.8287,1.9531,1.0384,1.9505,2.4838,4.2915,2.0115,2.3279,2.5521,1.9585,2.7537,3.8427,9.504,0.9419,4.2127,2.7053,3.6827,1.8192,4.1074
MPPE1,8.789,10.5839,8.8698,6.3626,12.1596,8.1072,7.2041,9.1136,7.6167,10.4023,5.7643,8.7543,10.4476,9.4949,8.5609,11.2656,9.1745,8.5289,9.4477,9.7173
SERPINE2,3.5483,9.6559,11.3052,7.7493,9.2008,10.4146,10.5047,11.5994,5.6207,7.0999,5.2613,12.977,7.5083,9.4935,3.7776,8.6371,7.6666,12.8464,10.7517,8.7237
BRD1,12.3906,10.5594,10.4035,11.5656,6.3903,12.4967,8.9167,9.2939,10.0381,11.4581,10.3665,11.1193,9.1496,9.4916,7.5968,10.4401,7.8348,7.2691,5.8643,10.4187
EMCN,2.9086,3.83,7.9064,3.3745,9.3905,6.7416,4.9555,9.5855,3.7514,5.2149,5.1209,7.2488,8.9696,9.4916,2.3223,8.0663,5.1227,10.5699,3.7088,5.6497
AK4,18.9795,12.7454,14.022,12.8754,10.0655,17.772,14.2119,6.022,17.6235,15.0483,14.349,17.697,19.4019,9.4902,30.3838,10.4142,10.5424,6.9285,11.933,14.6237
LLGL2,20.8413,16.9239,12.2268,16.5405,9.2524,10.0679,8.4017,20.5358,15.7016,14.6098,10.9258,8.2354,13.2631,9.49,13.5659,9.1208,10.4623,11.6109,8.2749,16.3717
PITPNM1,4.5183,6.982,6.4793,5.0543,5.4102,6.2484,5.3934,8.0699,3.5293,6.0288,4.0671,5.6551,4.3376,9.4898,2.5,3.6342,5.1765,6.0463,3.7077,7.0047
SMYD3,7.2266,6.3325,8.279,9.6786,6.8613,7.6655,11.5394,11.1775,10.8556,6.7129,14.5588,7.1228,6.675,9.4885,12.3134,9.5046,6.1607,8.0268,5.9274,6.475
